"","iso3","year","population"
"4446","SDN",2001,"27971077"
"4447","SDN",2002,"28704786"
"4448","SDN",2003,"29460517"
"4449","SDN",2004,"30214189"
"4450","SDN",2005,"30949514"
"4451","SDN",2006,"31661824"
"4452","SDN",2007,"32360619"
"4453","SDN",2008,"33060844"
"4454","SDN",2009,"33783779"
"4455","SDN",2010,"34545014"
"4456","SDN",2011,"35349676"
"4457","SDN",2012,"36193781"
"4458","SDN",2013,"37072555"
"4459","SDN",2014,"37977657"
"4460","SDN",2015,"38902948"
"4461","SDN",2016,"39847433"
"4462","SDN",2017,"40813398"
"4463","SDN",2018,"41801532"
"4464","SDN",2019,"42813237"
"4465","SUR",1996,"448207"
"4466","SUR",1997,"454165"
"4467","SUR",1998,"459838"
"4468","SUR",1999,"465380"
"4469","SUR",2000,"470944"
"4470","SUR",2001,"476574"
"4471","SUR",2002,"482228"
"4472","SUR",2003,"487938"
"4473","SUR",2004,"493680"
"4474","SUR",2005,"499461"
"4475","SUR",2006,"505292"
"4476","SUR",2007,"511181"
"4477","SUR",2008,"517122"
"4478","SUR",2009,"523113"
"4479","SUR",2010,"529126"
"4480","SUR",2011,"535177"
"4481","SUR",2012,"541247"
"4482","SUR",2013,"547295"
"4483","SUR",2014,"553278"
"4484","SUR",2015,"559136"
"4485","SUR",2016,"564883"
"4486","SUR",2017,"570501"
"4487","SUR",2018,"575987"
"4488","SUR",2019,"581363"
"4489","SWE",1996,"8840998"
"4490","SWE",1997,"8846062"
"4491","SWE",1998,"8850974"
"4492","SWE",1999,"8857874"
"4493","SWE",2000,"8872109"
"4494","SWE",2001,"8895960"
"4495","SWE",2002,"8924958"
"4496","SWE",2003,"8958229"
"4497","SWE",2004,"8993531"
"4498","SWE",2005,"9029572"
"4499","SWE",2006,"9080505"
"4500","SWE",2007,"9148092"
"4501","SWE",2008,"9219637"
"4502","SWE",2009,"9298515"
"4503","SWE",2010,"9378126"
"4504","SWE",2011,"9449213"
"4505","SWE",2012,"9519374"
"4506","SWE",2013,"9600379"
"4507","SWE",2014,"9696110"
"4508","SWE",2015,"9799186"
"4509","SWE",2016,"9923085"
"4510","SWE",2017,"10057698"
"4511","SWE",2018,"10175214"
"4512","SWE",2019,"10278887"
"4513","CHE",1996,"7071850"
"4514","CHE",1997,"7088906"
"4515","CHE",1998,"7110001"
"4516","CHE",1999,"7143991"
"4517","CHE",2000,"7184250"
"4518","CHE",2001,"7229854"
"4519","CHE",2002,"7284753"
"4520","CHE",2003,"7339001"
"4521","CHE",2004,"7389625"
"4522","CHE",2005,"7437115"
"4523","CHE",2006,"7483934"
"4524","CHE",2007,"7551117"
"4525","CHE",2008,"7647675"
"4526","CHE",2009,"7743831"
"4527","CHE",2010,"7824909"
"4528","CHE",2011,"7912398"
"4529","CHE",2012,"7996861"
"4530","CHE",2013,"8089346"
"4531","CHE",2014,"8188649"
"4532","CHE",2015,"8282396"
"4533","CHE",2016,"8373338"
"4534","CHE",2017,"8451840"
"4535","CHE",2018,"8514329"
"4536","CHE",2019,"8575280"
"4537","SYR",1996,"14754148"
"4538","SYR",1997,"15175308"
"4539","SYR",1998,"15599588"
"4540","SYR",1999,"16013992"
"4541","SYR",2000,"16410847"
"4542","SYR",2001,"16766555"
"4543","SYR",2002,"17084628"
"4544","SYR",2003,"17415214"
"4545","SYR",2004,"17827827"
"4546","SYR",2005,"18361178"
"4547","SYR",2006,"19059257"
"4548","SYR",2007,"19878257"
"4549","SYR",2008,"20664037"
"4550","SYR",2009,"21205873"
"4551","SYR",2010,"21362541"
"4552","SYR",2011,"21081814"
"4553","SYR",2012,"20438861"
"4554","SYR",2013,"19578466"
"4555","SYR",2014,"18710711"
"4556","SYR",2015,"17997411"
"4557","SYR",2016,"17465567"
"4558","SYR",2017,"17095669"
"4559","SYR",2018,"16945062"
"4560","SYR",2019,"17070132"
"4561","TJK",1996,"5851354"
"4562","TJK",1997,"5938404"
"4563","TJK",1998,"6027395"
"4564","TJK",1999,"6119664"
"4565","TJK",2000,"6216329"
"4566","TJK",2001,"6318510"
"4567","TJK",2002,"6426861"
"4568","TJK",2003,"6541550"
"4569","TJK",2004,"6662391"
"4570","TJK",2005,"6789318"
"4571","TJK",2006,"6922590"
"4572","TJK",2007,"7062667"
"4573","TJK",2008,"7209924"
"4574","TJK",2009,"7364752"
"4575","TJK",2010,"7527397"
"4576","TJK",2011,"7697507"
"4577","TJK",2012,"7874838"
"4578","TJK",2013,"8059782"
"4579","TJK",2014,"8252828"
"4580","TJK",2015,"8454019"
"4581","TJK",2016,"8663575"
"4582","TJK",2017,"8880270"
"4583","TJK",2018,"9100847"
"4584","TJK",2019,"9321023"
"4585","TZA",1996,"30444523"
"4586","TZA",1997,"31192853"
"4587","TZA",1998,"31924201"
"4588","TZA",1999,"32682240"
"4589","TZA",2000,"33499177"
"4590","TZA",2001,"34385849"
"4591","TZA",2002,"35334790"
"4592","TZA",2003,"36337778"
"4593","TZA",2004,"37379766"
"4594","TZA",2005,"38450323"
"4595","TZA",2006,"39548666"
"4596","TZA",2007,"40681416"
"4597","TZA",2008,"41853944"
"4598","TZA",2009,"43073830"
"4599","TZA",2010,"44346532"
"4600","TZA",2011,"45673520"
"4601","TZA",2012,"47053033"
"4602","TZA",2013,"48483132"
"4603","TZA",2014,"49960563"
"4604","TZA",2015,"51482638"
"4605","TZA",2016,"53049231"
"4606","TZA",2017,"54660345"
"4607","TZA",2018,"56313444"
"4608","TZA",2019,"58005461"
"4609","THA",1996,"60130190"
"4610","THA",1997,"60846588"
"4611","THA",1998,"61585103"
"4612","THA",1999,"62298569"
"4613","THA",2000,"62952639"
"4614","THA",2001,"63539190"
"4615","THA",2002,"64069093"
"4616","THA",2003,"64549867"
"4617","THA",2004,"64995303"
"4618","THA",2005,"65416189"
"4619","THA",2006,"65812540"
"4620","THA",2007,"66182064"
"4621","THA",2008,"66530980"
"4622","THA",2009,"66866834"
"4623","THA",2010,"67195032"
"4624","THA",2011,"67518379"
"4625","THA",2012,"67835969"
"4626","THA",2013,"68144519"
"4627","THA",2014,"68438748"
"4628","THA",2015,"68714519"
"4629","THA",2016,"68971313"
"4630","THA",2017,"69209817"
"4631","THA",2018,"69428454"
"4632","THA",2019,"69625581"
"4633","TLS",1996,"855358"
"4634","TLS",1997,"861870"
"4635","TLS",1998,"866523"
"4636","TLS",1999,"873138"
"4637","TLS",2000,"884366"
"4638","TLS",2001,"901214"
"4639","TLS",2002,"922699"
"4640","TLS",2003,"947110"
"4641","TLS",2004,"971889"
"4642","TLS",2005,"995130"
"4643","TLS",2006,"1016437"
"4644","TLS",2007,"1036388"
"4645","TLS",2008,"1055428"
"4646","TLS",2009,"1074286"
"4647","TLS",2010,"1093517"
"4648","TLS",2011,"1113154"
"4649","TLS",2012,"1133002"
"4650","TLS",2013,"1153288"
"4651","TLS",2014,"1174333"
"4652","TLS",2015,"1196294"
"4653","TLS",2016,"1219289"
"4654","TLS",2017,"1243260"
"4655","TLS",2018,"1267975"
"4656","TLS",2019,"1293120"
"4657","TGO",1996,"4348808"
"4658","TGO",1997,"4485945"
"4659","TGO",1998,"4632451"
"4660","TGO",1999,"4780455"
"4661","TGO",2000,"4924406"
"4662","TGO",2001,"5062571"
"4663","TGO",2002,"5197040"
"4664","TGO",2003,"5330629"
"4665","TGO",2004,"5467770"
"4666","TGO",2005,"5611643"
"4667","TGO",2006,"5762881"
"4668","TGO",2007,"5920360"
"4669","TGO",2008,"6083417"
"4670","TGO",2009,"6250840"
"4671","TGO",2010,"6421674"
"4672","TGO",2011,"6595939"
"4673","TGO",2012,"6773807"
"4674","TGO",2013,"6954721"
"4675","TGO",2014,"7137997"
"4676","TGO",2015,"7323162"
"4677","TGO",2016,"7509952"
"4678","TGO",2017,"7698476"
"4679","TGO",2018,"7889095"
"4680","TGO",2019,"8082359"
"4681","TON",1996,"96267"
"4682","TON",1997,"96621"
"4683","TON",1998,"97036"
"4684","TON",1999,"97475"
"4685","TON",2000,"97962"
"4686","TON",2001,"98482"
"4687","TON",2002,"99023"
"4688","TON",2003,"99591"
"4689","TON",2004,"100214"
"4690","TON",2005,"100908"
"4691","TON",2006,"101714"
"4692","TON",2007,"102577"
"4693","TON",2008,"103384"
"4694","TON",2009,"103897"
"4695","TON",2010,"103981"
"4696","TON",2011,"103558"
"4697","TON",2012,"102736"
"4698","TON",2013,"101768"
"4699","TON",2014,"101023"
"4700","TON",2015,"100780"
"4701","TON",2016,"101143"
"4702","TON",2017,"102002"
"4703","TON",2018,"103199"
"4704","TON",2019,"104497"
"4705","TTO",1996,"1257547"
"4706","TTO",1997,"1259838"
"4707","TTO",1998,"1261699"
"4708","TTO",1999,"1263927"
"4709","TTO",2000,"1267159"
"4710","TTO",2001,"1271627"
"4711","TTO",2002,"1277210"
"4712","TTO",2003,"1283564"
"4713","TTO",2004,"1290115"
"4714","TTO",2005,"1296497"
"4715","TTO",2006,"1302552"
"4716","TTO",2007,"1308450"
"4717","TTO",2008,"1314449"
"4718","TTO",2009,"1320921"
"4719","TTO",2010,"1328144"
"4720","TTO",2011,"1336180"
"4721","TTO",2012,"1344814"
"4722","TTO",2013,"1353708"
"4723","TTO",2014,"1362337"
"4724","TTO",2015,"1370332"
"4725","TTO",2016,"1377563"
"4726","TTO",2017,"1384060"
"4727","TTO",2018,"1389841"
"4728","TTO",2019,"1394969"
"4729","TUN",1996,"9267335"
"4730","TUN",1997,"9395119"
"4731","TUN",1998,"9509862"
"4732","TUN",1999,"9613587"
"4733","TUN",2000,"9708347"
"4734","TUN",2001,"9793915"
"4735","TUN",2002,"9871261"
"4736","TUN",2003,"9945282"
"4737","TUN",2004,"10022278"
"4738","TUN",2005,"10106778"
"4739","TUN",2006,"10201211"
"4740","TUN",2007,"10304729"
"4741","TUN",2008,"10414425"
"4742","TUN",2009,"10525691"
"4743","TUN",2010,"10635245"
"4744","TUN",2011,"10741872"
"4745","TUN",2012,"10846993"
"4746","TUN",2013,"10952949"
"4747","TUN",2014,"11063195"
"4748","TUN",2015,"11179951"
"4749","TUN",2016,"11303942"
"4750","TUN",2017,"11433438"
"4751","TUN",2018,"11565203"
"4752","TUN",2019,"11694721"
"4753","TUR",1996,"59423278"
"4754","TUR",1997,"60372571"
"4755","TUR",1998,"61329665"
"4756","TUR",1999,"62287391"
"4757","TUR",2000,"63240196"
"4758","TUR",2001,"64192243"
"4759","TUR",2002,"65145357"
"4760","TUR",2003,"66089402"
"4761","TUR",2004,"67010930"
"4762","TUR",2005,"67903461"
"4763","TUR",2006,"68756809"
"4764","TUR",2007,"69581854"
"4765","TUR",2008,"70418612"
"4766","TUR",2009,"71321406"
"4767","TUR",2010,"72326992"
"4768","TUR",2011,"73443254"
"4769","TUR",2012,"74651046"
"4770","TUR",2013,"75925454"
"4771","TUR",2014,"77229262"
"4772","TUR",2015,"78529413"
"4773","TUR",2016,"79827868"
"4774","TUR",2017,"81116451"
"4775","TUR",2018,"82340090"
"4776","TUR",2019,"83429607"
"4777","TKM",1996,"4287337"
"4778","TKM",1997,"4355125"
"4779","TKM",1998,"4413477"
"4780","TKM",1999,"4466133"
"4781","TKM",2000,"4516128"
"4782","TKM",2001,"4564087"
"4783","TKM",2002,"4610018"
"4784","TKM",2003,"4655752"
"4785","TKM",2004,"4703396"
"4786","TKM",2005,"4754652"
"4787","TKM",2006,"4810114"
"4788","TKM",2007,"4870142"
"4789","TKM",2008,"4935765"
"4790","TKM",2009,"5007953"
"4791","TKM",2010,"5087211"
"4792","TKM",2011,"5174076"
"4793","TKM",2012,"5267906"
"4794","TKM",2013,"5366376"
"4795","TKM",2014,"5466324"
"4796","TKM",2015,"5565283"
"4797","TKM",2016,"5662371"
"4798","TKM",2017,"5757667"
"4799","TKM",2018,"5850902"
"4800","TKM",2019,"5942094"
"4801","TCA",1996,"16930"
"4802","TCA",1997,"17566"
"4803","TCA",1998,"18228"
"4804","TCA",1999,"19069"
"4805","TCA",2000,"20171"
"4806","TCA",2001,"21578"
"4807","TCA",2002,"23230"
"4808","TCA",2003,"25008"
"4809","TCA",2004,"26709"
"4810","TCA",2005,"28181"
"4811","TCA",2006,"29394"
"4812","TCA",2007,"30383"
"4813","TCA",2008,"31200"
"4814","TCA",2009,"31933"
"4815","TCA",2010,"32658"
"4816","TCA",2011,"33371"
"4817","TCA",2012,"34067"
"4818","TCA",2013,"34733"
"4819","TCA",2014,"35371"
"4820","TCA",2015,"35979"
"4821","TCA",2016,"36558"
"4822","TCA",2017,"37116"
"4823","TCA",2018,"37667"
"4824","TCA",2019,"38194"
"4825","TUV",1996,"9317"
"4826","TUV",1997,"9328"
"4827","TUV",1998,"9332"
"4828","TUV",1999,"9344"
"4829","TUV",2000,"9392"
"4830","TUV",2001,"9478"
"4831","TUV",2002,"9593"
"4832","TUV",2003,"9724"
"4833","TUV",2004,"9871"
"4834","TUV",2005,"9997"
"4835","TUV",2006,"10118"
"4836","TUV",2007,"10219"
"4837","TUV",2008,"10315"
"4838","TUV",2009,"10413"
"4839","TUV",2010,"10521"
"4840","TUV",2011,"10626"
"4841","TUV",2012,"10744"
"4842","TUV",2013,"10849"
"4843","TUV",2014,"10973"
"4844","TUV",2015,"11099"
"4845","TUV",2016,"11232"
"4846","TUV",2017,"11365"
"4847","TUV",2018,"11505"
"4848","TUV",2019,"11655"
"4849","UGA",1996,"21032817"
"4850","UGA",1997,"21655392"
"4851","UGA",1998,"22290787"
"4852","UGA",1999,"22952406"
"4853","UGA",2000,"23650159"
"4854","UGA",2001,"24388974"
"4855","UGA",2002,"25167261"
"4856","UGA",2003,"25980547"
"4857","UGA",2004,"26821300"
"4858","UGA",2005,"27684590"
"4859","UGA",2006,"28571475"
"4860","UGA",2007,"29486335"
"4861","UGA",2008,"30431734"
"4862","UGA",2009,"31411096"
"4863","UGA",2010,"32428164"
"4864","UGA",2011,"33476772"
"4865","UGA",2012,"34558700"
"4866","UGA",2013,"35694519"
"4867","UGA",2014,"36911530"
"4868","UGA",2015,"38225447"
"4869","UGA",2016,"39649173"
"4870","UGA",2017,"41166588"
"4871","UGA",2018,"42729032"
"4872","UGA",2019,"44269587"
"4873","UKR",1996,"51057800"
"4874","UKR",1997,"50594600"
"4875","UKR",1998,"50144500"
"4876","UKR",1999,"49674000"
"4877","UKR",2000,"49176500"
"4878","UKR",2001,"48662400"
"4879","UKR",2002,"48202470"
"4880","UKR",2003,"47812949"
"4881","UKR",2004,"47451626"
"4882","UKR",2005,"47105171"
"4883","UKR",2006,"46787786"
"4884","UKR",2007,"46509355"
"4885","UKR",2008,"46258189"
"4886","UKR",2009,"46053331"
"4887","UKR",2010,"45870741"
"4888","UKR",2011,"45706086"
"4889","UKR",2012,"45593342"
"4890","UKR",2013,"45489648"
"4891","UKR",2014,"45272155"
"4892","UKR",2015,"45154036"
"4893","UKR",2016,"45004673"
"4894","UKR",2017,"44831135"
"4895","UKR",2018,"44622518"
"4896","UKR",2019,"44386203"
"4897","ARE",1996,"2539121"
"4898","ARE",1997,"2671361"
"4899","ARE",1998,"2813214"
"4900","ARE",1999,"2966029"
"4901","ARE",2000,"3134067"
"4902","ARE",2001,"3302722"
"4903","ARE",2002,"3478769"
"4904","ARE",2003,"3711931"
"4905","ARE",2004,"4068577"
"4906","ARE",2005,"4588222"
"4907","ARE",2006,"5300172"
"4908","ARE",2007,"6168846"
"4909","ARE",2008,"7089486"
"4910","ARE",2009,"7917368"
"4911","ARE",2010,"8549998"
"4912","ARE",2011,"8946778"
"4913","ARE",2012,"9141598"
"4914","ARE",2013,"9197908"
"4915","ARE",2014,"9214182"
"4916","ARE",2015,"9262896"
"4917","ARE",2016,"9360975"
"4918","ARE",2017,"9487206"
"4919","ARE",2018,"9630966"
"4920","ARE",2019,"9770526"
"4921","GBR",1996,"58166950"
"4922","GBR",1997,"58316954"
"4923","GBR",1998,"58487141"
"4924","GBR",1999,"58682466"
"4925","GBR",2000,"58892514"
"4926","GBR",2001,"59119673"
"4927","GBR",2002,"59370479"
"4928","GBR",2003,"59647577"
"4929","GBR",2004,"59987905"
"4930","GBR",2005,"60401206"
"4931","GBR",2006,"60846820"
"4932","GBR",2007,"61322463"
"4933","GBR",2008,"61806995"
"4934","GBR",2009,"62276270"
"4935","GBR",2010,"62766365"
"4936","GBR",2011,"63258810"
"4937","GBR",2012,"63700215"
"4938","GBR",2013,"64128273"
"4939","GBR",2014,"64602298"
"4940","GBR",2015,"65116219"
"4941","GBR",2016,"65611593"
"4942","GBR",2017,"66058859"
"4943","GBR",2018,"66460344"
"4944","GBR",2019,"66836327"
"4945","USA",1996,"269394000"
"4946","USA",1997,"272657000"
"4947","USA",1998,"275854000"
"4948","USA",1999,"279040000"
"4949","USA",2000,"282162411"
"4950","USA",2001,"284968955"
"4951","USA",2002,"287625193"
"4952","USA",2003,"290107933"
"4953","USA",2004,"292805298"
"4954","USA",2005,"295516599"
"4955","USA",2006,"298379912"
"4956","USA",2007,"301231207"
"4957","USA",2008,"304093966"
"4958","USA",2009,"306771529"
"4959","USA",2010,"309327143"
"4960","USA",2011,"311583481"
"4961","USA",2012,"313877662"
"4962","USA",2013,"316059947"
"4963","USA",2014,"318386329"
"4964","USA",2015,"320738994"
"4965","USA",2016,"323071755"
"4966","USA",2017,"325122128"
"4967","USA",2018,"326838199"
"4968","USA",2019,"328329953"
"4969","URY",1996,"3247383"
"4970","URY",1997,"3270158"
"4971","URY",1998,"3291053"
"4972","URY",1999,"3308005"
"4973","URY",2000,"3319734"
"4974","URY",2001,"3325471"
"4975","URY",2002,"3326046"
"4976","URY",2003,"3323661"
"4977","URY",2004,"3321486"
"4978","URY",2005,"3321799"
"4979","URY",2006,"3325403"
"4980","URY",2007,"3331753"
"4981","URY",2008,"3340221"
"4982","URY",2009,"3349676"
"4983","URY",2010,"3359273"
"4984","URY",2011,"3368926"
"4985","URY",2012,"3378975"
"4986","URY",2013,"3389436"
"4987","URY",2014,"3400439"
"4988","URY",2015,"3412013"
"4989","URY",2016,"3424139"
"4990","URY",2017,"3436645"
"4991","URY",2018,"3449290"
"4992","URY",2019,"3461731"
"4993","UZB",1996,"23225000"
"4994","UZB",1997,"23667000"
"4995","UZB",1998,"24051000"
"4996","UZB",1999,"24311650"
"4997","UZB",2000,"24650400"
"4998","UZB",2001,"24964450"
"4999","UZB",2002,"25271850"
"5000","UZB",2003,"25567650"
"5001","UZB",2004,"25864350"
"5002","UZB",2005,"26167000"
"5003","UZB",2006,"26488250"
"5004","UZB",2007,"26868000"
"5005","UZB",2008,"27302800"
"5006","UZB",2009,"27767400"
"5007","UZB",2010,"28562400"
"5008","UZB",2011,"29339400"
"5009","UZB",2012,"29774500"
"5010","UZB",2013,"30243200"
"5011","UZB",2014,"30757700"
"5012","UZB",2015,"31298900"
"5013","UZB",2016,"31847900"
"5014","UZB",2017,"32388600"
"5015","UZB",2018,"32956100"
"5016","UZB",2019,"33580350"
"5017","VUT",1996,"171721"
"5018","VUT",1997,"174917"
"5019","VUT",1998,"177987"
"5020","VUT",1999,"181259"
"5021","VUT",2000,"184964"
"5022","VUT",2001,"189209"
"5023","VUT",2002,"193927"
"5024","VUT",2003,"198960"
"5025","VUT",2004,"204123"
"5026","VUT",2005,"209282"
"5027","VUT",2006,"214379"
"5028","VUT",2007,"219464"
"5029","VUT",2008,"224700"
"5030","VUT",2009,"230244"
"5031","VUT",2010,"236216"
"5032","VUT",2011,"242658"
"5033","VUT",2012,"249505"
"5034","VUT",2013,"256637"
"5035","VUT",2014,"263888"
"5036","VUT",2015,"271128"
"5037","VUT",2016,"278326"
"5038","VUT",2017,"285499"
"5039","VUT",2018,"292675"
"5040","VUT",2019,"299882"
"5041","VEN",1996,"22385650"
"5042","VEN",1997,"22837743"
"5043","VEN",1998,"23288567"
"5044","VEN",1999,"23739835"
"5045","VEN",2000,"24192449"
"5046","VEN",2001,"24646471"
"5047","VEN",2002,"25100407"
"5048","VEN",2003,"25551624"
"5049","VEN",2004,"25996594"
"5050","VEN",2005,"26432445"
"5051","VEN",2006,"26850190"
"5052","VEN",2007,"27247601"
"5053","VEN",2008,"27635827"
"5054","VEN",2009,"28031010"
"5055","VEN",2010,"28439942"
"5056","VEN",2011,"28887873"
"5057","VEN",2012,"29360827"
"5058","VEN",2013,"29781046"
"5059","VEN",2014,"30042973"
"5060","VEN",2015,"30081827"
"5061","VEN",2016,"29851249"
"5062","VEN",2017,"29402480"
"5063","VEN",2018,"28887117"
"5064","VEN",2019,"28515829"
"5065","VNM",1996,"76068739"
"5066","VNM",1997,"77133212"
"5067","VNM",1998,"78115712"
"5068","VNM",1999,"79035871"
"5069","VNM",2000,"79910411"
"5070","VNM",2001,"80742500"
"5071","VNM",2002,"81534406"
"5072","VNM",2003,"82301650"
"5073","VNM",2004,"83062819"
"5074","VNM",2005,"83832662"
"5075","VNM",2006,"84617545"
"5076","VNM",2007,"85419588"
"5077","VNM",2008,"86243424"
"5078","VNM",2009,"87092250"
"5079","VNM",2010,"87967655"
"5080","VNM",2011,"88871384"
"5081","VNM",2012,"89801926"
"5082","VNM",2013,"90752593"
"5083","VNM",2014,"91713850"
"5084","VNM",2015,"92677082"
"5085","VNM",2016,"93640435"
"5086","VNM",2017,"94600643"
"5087","VNM",2018,"95545959"
"5088","VNM",2019,"96462108"
"5089","VIR",1996,"108095"
"5090","VIR",1997,"108357"
"5091","VIR",1998,"108537"
"5092","VIR",1999,"108599"
"5093","VIR",2000,"108642"
"5094","VIR",2001,"108549"
"5095","VIR",2002,"108509"
"5096","VIR",2003,"108505"
"5097","VIR",2004,"108466"
"5098","VIR",2005,"108453"
"5099","VIR",2006,"108369"
"5100","VIR",2007,"108337"
"5101","VIR",2008,"108397"
"5102","VIR",2009,"108404"
"5103","VIR",2010,"108357"
"5104","VIR",2011,"108290"
"5105","VIR",2012,"108188"
"5106","VIR",2013,"108041"
"5107","VIR",2014,"107882"
"5108","VIR",2015,"107712"
"5109","VIR",2016,"107516"
"5110","VIR",2017,"107281"
"5111","VIR",2018,"107001"
"5112","VIR",2019,"106669"
"5113","PSE",1996,"2587997"
"5114","PSE",1997,"2706518"
"5115","PSE",1998,"2776568"
"5116","PSE",1999,"2848431"
"5117","PSE",2000,"2922153"
"5118","PSE",2001,"2997784"
"5119","PSE",2002,"3075373"
"5120","PSE",2003,"3154969"
"5121","PSE",2004,"3236626"
"5122","PSE",2005,"3320396"
"5123","PSE",2006,"3406334"
"5124","PSE",2007,"3494496"
"5125","PSE",2008,"3591977"
"5126","PSE",2009,"3689099"
"5127","PSE",2010,"3786161"
"5128","PSE",2011,"3882986"
"5129","PSE",2012,"3979998"
"5130","PSE",2013,"4076708"
"5131","PSE",2014,"4173398"
"5132","PSE",2015,"4270092"
"5133","PSE",2016,"4367088"
"5134","PSE",2017,"4454805"
"5135","PSE",2018,"4569087"
"5136","PSE",2019,"4685306"
"5137","YEM",1996,"15469274"
"5138","YEM",1997,"15975676"
"5139","YEM",1998,"16450306"
"5140","YEM",1999,"16921157"
"5141","YEM",2000,"17409071"
"5142","YEM",2001,"17918369"
"5143","YEM",2002,"18443684"
"5144","YEM",2003,"18985001"
"5145","YEM",2004,"19540096"
"5146","YEM",2005,"20107416"
"5147","YEM",2006,"20687648"
"5148","YEM",2007,"21282514"
"5149","YEM",2008,"21892149"
"5150","YEM",2009,"22516464"
"5151","YEM",2010,"23154854"
"5152","YEM",2011,"23807586"
"5153","YEM",2012,"24473176"
"5154","YEM",2013,"25147112"
"5155","YEM",2014,"25823488"
"5156","YEM",2015,"26497881"
"5157","YEM",2016,"27168210"
"5158","YEM",2017,"27834811"
"5159","YEM",2018,"28498683"
"5160","YEM",2019,"29161922"
"5161","ZMB",1996,"9339740"
"5162","ZMB",1997,"9597610"
"5163","ZMB",1998,"9866474"
"5164","ZMB",1999,"10140564"
"5165","ZMB",2000,"10415942"
"5166","ZMB",2001,"10692197"
"5167","ZMB",2002,"10971704"
"5168","ZMB",2003,"11256740"
"5169","ZMB",2004,"11550641"
"5170","ZMB",2005,"11856244"
"5171","ZMB",2006,"12173518"
"5172","ZMB",2007,"12502958"
"5173","ZMB",2008,"12848531"
"5174","ZMB",2009,"13215142"
"5175","ZMB",2010,"13605986"
"5176","ZMB",2011,"14023199"
"5177","ZMB",2012,"14465148"
"5178","ZMB",2013,"14926551"
"5179","ZMB",2014,"15399793"
"5180","ZMB",2015,"15879370"
"5181","ZMB",2016,"16363449"
"5182","ZMB",2017,"16853608"
"5183","ZMB",2018,"17351714"
"5184","ZMB",2019,"17861034"
"5185","ZWE",1996,"11541215"
"5186","ZWE",1997,"11653254"
"5187","ZWE",1998,"11747079"
"5188","ZWE",1999,"11822722"
"5189","ZWE",2000,"11881482"
"5190","ZWE",2001,"11923906"
"5191","ZWE",2002,"11954293"
"5192","ZWE",2003,"11982219"
"5193","ZWE",2004,"12019911"
"5194","ZWE",2005,"12076697"
"5195","ZWE",2006,"12155496"
"5196","ZWE",2007,"12255920"
"5197","ZWE",2008,"12379553"
"5198","ZWE",2009,"12526964"
"5199","ZWE",2010,"12697728"
"5200","ZWE",2011,"12894323"
"5201","ZWE",2012,"13115149"
"5202","ZWE",2013,"13350378"
"5203","ZWE",2014,"13586710"
"5204","ZWE",2015,"13814642"
"5205","ZWE",2016,"14030338"
"5206","ZWE",2017,"14236599"
"5207","ZWE",2018,"14438812"
"5208","ZWE",2019,"14645473"
"5209","",NA,""
"5210","",NA,""
"5211","",NA,""
"5212","",NA,""
"5213","",NA,""
