"iso3","year","grant"
"MMR",2019,1307.45
"MMR",2003,122.35
"MMR",2017,1159.32
"MMR",2002,133.6
"MMR",2012,529.06
"MMR",2013,4651.99
"MMR",2011,401.91
"MMR",2016,1222.35
"MMR",1996,143.27
"MMR",2010,392.95
"MMR",2015,1075.3
"MMR",2018,1130.56
"MMR",2008,541.65
"NAM",1997,146.25
"NAM",1998,133.03
"NAM",2007,214.17
"NAM",2008,195.97
"NAM",2004,142.76
"NAM",1999,118.99
"NAM",2019,138.49
"NAM",2005,113.91
"NAM",2006,158.95
"NAM",2014,273.16
"NAM",2016,171.51
"NAM",2015,152.67
"NAM",2012,286.5
"NAM",2017,191.88
"NAM",1996,162.4
"NAM",1995,168.01
"NAM",2000,114.12
"NAM",2002,112.8
"NAM",2013,296.84
"NAM",2001,100.4
"NAM",2010,240.62
"NAM",2018,179.57
"NAM",2011,237.43
"NAM",2003,130.98
"NAM",2009,256.81
"NRU",2003,16.14
"NRU",2005,9.24
"NRU",1998,2.12
"NRU",1996,3.25
"NRU",1997,2.62
"NRU",2004,13.75
"NRU",2013,28.75
"NRU",2017,25.76
"NRU",2014,22.52
"NRU",2006,17.52
"NRU",2010,27.78
"NRU",2009,23.43
"NRU",1995,2.53
"NRU",2008,31.24
"NRU",2000,4
"NRU",2012,35.62
"NRU",2002,11.72
"NRU",2011,37.53
"NRU",2015,31.24
"NRU",1999,6.55
"NRU",2007,25.61
"NRU",2001,7.26
"NRU",2018,37.52
"NRU",2019,54.32
"NRU",2016,22.68
"NPL",2011,756.19
"NPL",1997,272.2
"NPL",2001,302.83
"NPL",2002,333.04
"NPL",2007,549.8
"NPL",2012,793.62
"NPL",2010,771.94
"NPL",2008,743.72
"NPL",2006,439.22
"NPL",2015,931.96
"NPL",2000,249.58
"NPL",2009,750.35
"NPL",2003,366.42
"NPL",2004,380.26
"NPL",2005,438.99
"NPL",2014,844.49
"NPL",1996,281.28
"NPL",2019,711.53
"NPL",1999,252.39
"NPL",2017,857.03
"NPL",1995,307.2
"NPL",2016,851.37
"NPL",1998,254.28
"NPL",2013,823.66
"NPL",2018,732.19
"NCL",1998,363.42
"NCL",1995,428.7
"NCL",1999,313.58
"NCL",1997,376.48
"NCL",1996,419.08
"NIC",2013,345.23
"NIC",2012,342.72
"NIC",2014,263.46
"NIC",1995,538.22
"NIC",2016,273.07
"NIC",1997,326.05
"NIC",2019,167.35
"NIC",2009,515.03
"NIC",2017,221.05
"NIC",2015,247.51
"NIC",2003,607.23
"NIC",1998,454.64
"NIC",2011,479.22
"NIC",2006,1654.16
"NIC",2018,199.3
"NIC",2004,1251.06
"NIC",2008,616.7
"NIC",2010,404.46
"NIC",2002,342.72
"NIC",2007,616.94
"NIC",2000,370.02
"NIC",1999,418.03
"NIC",1996,729.72
"NIC",2001,784.01
"NIC",2005,615.21
"NER",2016,720.55
"NER",2012,729.79
"NER",2013,634.56
"NER",2018,962.01
"NER",2015,698.65
"NER",2014,798.88
"NER",2004,516.99
"NER",2017,841.84
"NER",1997,262.82
"NER",2009,422.89
"NER",2010,686.1
"NER",2007,486.85
"NER",2002,200.07
"NER",2008,572.19
"NER",2019,1133.62
"NER",1998,230.85
"NER",2011,551.74
"NER",1996,240.52
"NER",2005,460.88
"NER",2006,1798.33
"NER",2001,205.73
"NER",2000,158.43
"NER",1995,276.58
"NER",2003,375.71
"NER",1999,177.64
"NGA",2002,244.42
"NGA",2019,2230.4
"NGA",2008,1047.46
"NGA",1995,110.39
"NGA",1996,106.6
"NGA",2000,118.52
"NGA",2011,1126.63
"NGA",1999,90.88
"NGA",2007,1485.23
"NGA",2001,177.87
"NGA",2006,11705.03
"NGA",2018,2200.8
"NGA",2004,409.35
"NGA",2017,2383.43
"NGA",2003,281.18
"NGA",2010,1008.56
"NGA",2015,1527.26
"NGA",2005,6044.2
"NGA",1998,84.03
"NGA",2014,1540.67
"NGA",2013,1710.43
"NGA",2009,1153.05
"NGA",2016,1744.66
"NGA",1997,109.61
"NGA",2012,1408.01
"NIU",2003,9.11
"NIU",2015,19.57
"NIU",2002,4.54
"NIU",2014,13.63
"NIU",2012,20.12
"NIU",2000,3.34
"NIU",1999,4.27
"NIU",2001,3.36
"NIU",2013,18.28
"NIU",2011,20.85
"NIU",2016,13.69
"NIU",2005,21.24
"NIU",2019,18.85
"NIU",2006,9.03
"NIU",2007,14.77
"NIU",1998,4.22
"NIU",2010,15.21
"NIU",1996,6.72
"NIU",1997,5.32
"NIU",2008,18.04
"NIU",2009,7.31
"NIU",2004,14.31
"NIU",2018,18.91
"NIU",1995,8.24
"NIU",2017,14.76
"MKD",2006,194.5
"MKD",2005,210.32
"MKD",2007,195.77
"MKD",2003,237.28
"MKD",2001,216.92
"MKD",2004,247.84
"MKD",2008,190.43
"MKD",2018,214.19
"MKD",2000,203.6
"MKD",2019,164.62
"MKD",2015,162.56
"MKD",2010,176.26
"MKD",2002,241.69
"MKD",1999,206.65
"MKD",2017,219.09
"MKD",2016,198.88
"MKD",1996,61.26
"MKD",2011,163.78
"MKD",2014,186.05
"MKD",2009,181.85
"MKD",1998,49
"MKD",1997,43.85
"MKD",2013,131.98
"MKD",1995,33.23
"MKD",2012,136.44
"MNP",1995,-0.5
"MNP",1998,0.2
"MNP",1997,0.69
"MNP",1996,0.06
"MNP",1999,0.12
"OMN",2004,95.7
"OMN",2001,28.32
"OMN",2002,79.33
"OMN",2003,70.04
"OMN",2010,21.04
"OMN",1997,88.6
"OMN",1998,49.38
"OMN",2006,49.84
"OMN",1996,58.03
"OMN",2008,78.84
"OMN",1999,40.45
"OMN",1995,48.93
"OMN",2009,131.75
"OMN",2007,281.99
"OMN",2005,58.83
"OMN",2000,83.92
"PAK",2018,1748.79
"PAK",2017,1952.59
"PAK",2019,1685.59
"PAK",2016,2052.31
"PAK",1996,360.39
"PAK",1995,365.11
"PAK",2005,1067.17
"PAK",2014,2104.8
"PAK",2006,1270.46
"PAK",2002,497.98
"PAK",1997,307.97
"PAK",2015,2139.17
"PAK",1999,311.48
"PAK",2007,1172.06
"PAK",2001,964.61
"PAK",2004,427.83
"PAK",2003,1461.6
"PAK",2000,202.34
"PAK",1998,300.61
"PAK",2008,1186.35
"PAK",2009,1706.56
"PAK",2012,1999.28
"PAK",2013,2253.83
"PAK",2011,3120.79
"PAK",2010,2978.62
"PLW",2019,20.25
"PLW",2013,35.41
"PLW",2018,83.99
"PLW",2001,34.28
"PLW",2012,15.46
"PLW",2016,14.52
"PLW",2015,13.48
"PLW",1995,142.32
"PLW",2017,18.81
"PLW",2000,39.13
"PLW",2014,23.29
"PLW",1997,38.38
"PLW",1999,28.84
"PLW",1996,63.02
"PLW",2009,34.92
"PLW",2004,19.78
"PLW",2011,24.52
"PLW",1998,89.12
"PLW",2008,42.29
"PLW",2007,22.41
"PLW",2005,23.67
"PLW",2002,31.46
"PLW",2003,25.83
"PLW",2010,28.76
"PLW",2006,37.39
"PAN",2000,33.87
"PAN",2005,38.6
"PAN",1995,58.09
"PAN",1999,36.26
"PAN",2008,46.32
"PAN",2009,47.99
"PAN",1998,39.14
"PAN",2010,39.54
"PAN",1997,36.23
"PAN",2011,42.26
"PAN",1996,41.03
"PAN",2003,51.04
"PAN",2004,40.18
"PAN",2016,44.01
"PAN",2019,31.61
"PAN",2007,45.15
"PAN",2014,40.42
"PAN",2018,40.43
"PAN",2015,31.61
"PAN",2002,38.21
"PAN",2017,61.87
"PAN",2001,34.29
"PAN",2006,59.64
"PAN",2012,43.34
"PAN",2013,49.66
"PNG",2010,530.39
"PNG",2009,412.94
"PNG",2004,295.06
"PNG",1998,319.62
"PNG",1999,198.99
"PNG",2006,306.39
"PNG",1997,296.88
"PNG",2011,629.98
"PNG",2018,580.61
"PNG",1996,316.86
"PNG",2003,253.83
"PNG",2002,233.42
"PNG",1995,357.59
"PNG",2012,626.64
"PNG",2005,298.14
"PNG",2007,356.62
"PNG",2001,203.28
"PNG",2017,490.47
"PNG",2019,607.89
"PNG",2000,241.37
"PNG",2014,533.2
"PNG",2008,404.49
"PNG",2013,580.7
"PNG",2016,465.87
"PNG",2015,535.3
"PRY",1995,99.35
"PRY",1996,72.34
"PRY",2011,125.61
"PRY",1997,70.41
"PRY",2007,115.93
"PRY",2010,152.71
"PRY",2004,65.01
"PRY",2012,116.74
"PRY",2017,105.06
"PRY",1998,61.91
"PRY",2006,70.19
"PRY",2016,96.05
"PRY",2001,61.8
"PRY",2003,64.84
"PRY",2013,102.26
"PRY",1999,83.64
"PRY",2008,128.61
"PRY",2009,151.88
"PRY",2002,63.71
"PRY",2000,78.21
"PRY",2015,96.12
"PRY",2019,105.33
"PRY",2018,101.45
"PRY",2005,64.48
"PRY",2014,86.96
"PER",2010,445.78
"PER",2013,443.95
"PER",2011,488.2
"PER",2019,381.33
"PER",2016,403.9
"PER",2018,340.49
"PER",2009,518.66
"PER",2004,473.18
"PER",2005,535.78
"PER",2006,515.86
"PER",2007,491.59
"PER",2008,517.9
"PER",2012,435.04
"PER",2001,423.22
"PER",2014,430.59
"PER",1998,415.17
"PER",2015,381.77
"PER",2003,470.96
"PER",2000,313.21
"PER",2017,361.66
"PER",1996,359.8
"PER",1999,354.78
"PER",1995,404.57
"PER",1997,364.86
"PER",2002,393.02
"PHL",1998,436.59
"PHL",2002,374.44
"PHL",1996,529.72
"PHL",2005,398.38
"PHL",2010,647
"PHL",2007,481.77
"PHL",1999,428.03
"PHL",1997,437.97
"PHL",2004,400.35
"PHL",2011,595.98
"PHL",2001,385.58
"PHL",2009,574.16
"PHL",1995,659.54
"PHL",2006,404.81
"PHL",2018,696.8
"PHL",2015,717.14
"PHL",2000,382.48
"PHL",2003,436.27
"PHL",2008,452.68
"PHL",2019,591.04
"PHL",2012,690.63
"PHL",2017,566.57
"PHL",2014,956.89
"PHL",2013,890.17
"PHL",2016,637.28
"QAT",1995,3.74
"RWA",2007,668.07
"RWA",2014,809.22
"RWA",2001,240.88
"RWA",2002,290.26
"RWA",2015,778.61
"RWA",2013,1027.43
"RWA",2011,1077.68
"RWA",2006,1813.77
"RWA",2000,266.93
"RWA",2012,842
"RWA",2005,525.05
"RWA",1996,422.72
"RWA",1997,181.6
"RWA",1999,287.56
"RWA",2009,887.26
"RWA",2016,750
"RWA",2003,319.95
"RWA",2004,428.54
"RWA",1998,260.63
"RWA",2008,834.91
"RWA",1995,655.29
"RWA",2017,812.03
"RWA",2018,694.85
"RWA",2019,770.3
"RWA",2010,999.84
"SHN",1999,13.78
"SHN",1997,15.07
"SHN",2011,83.94
"SHN",2002,13.92
"SHN",2003,17.98
"SHN",2019,53.81
"SHN",1995,12.59
"SHN",2006,28.13
"SHN",1996,15.88
"SHN",2012,168.23
"SHN",2018,67.23
"SHN",2010,53.67
"SHN",2017,65.64
"SHN",2013,138.83
"SHN",2014,131.35
"SHN",2015,93.88
"SHN",2009,34.77
"SHN",2004,26.25
"SHN",2007,44.09
"SHN",2008,65.95
"SHN",2001,15.17
"SHN",2005,22.55
"SHN",2016,106.56
"SHN",2000,18.67
"SHN",1998,15.75
"KNA",2003,0.42
"KNA",2011,19.79
"KNA",2009,5.2
"KNA",2013,16.32
"KNA",2000,2.44
"KNA",1999,2.1
"KNA",2008,45.79
"KNA",1996,3.89
"KNA",1997,2.12
"KNA",2002,8.18
"KNA",1998,6.6
"KNA",2001,5.86
"KNA",2004,0.88
"KNA",2006,5.21
"KNA",2010,10.78
"KNA",2007,5.9
"KNA",2012,25
"KNA",1995,3.04
"KNA",2005,3.15
"LCA",2001,21.57
"LCA",2006,8.51
"LCA",2004,5.08
"LCA",2005,7.58
"LCA",1999,24.2
"LCA",1997,9.34
"LCA",2003,15.59
"LCA",2012,26.77
"LCA",2013,18.02
"LCA",2000,14.76
"LCA",1998,18.91
"LCA",2002,19.61
"LCA",2008,20.99
"LCA",1996,33.31
"LCA",2014,11.69
"LCA",2017,15.47
"LCA",2007,12.85
"LCA",2019,31.76
"LCA",2009,26.24
"LCA",2016,23.8
"LCA",2011,28.01
"LCA",2010,29.97
"LCA",1995,47.52
"LCA",2015,12.51
"LCA",2018,8.13
"VCT",2011,16.55
"VCT",2015,14
"VCT",2016,16.49
"VCT",2014,8.67
"VCT",2013,7.6
"VCT",2007,64.05
"VCT",2019,45.1
"VCT",2008,25.93
"VCT",2009,19.71
"VCT",1999,15.52
"VCT",1995,48.69
"VCT",2010,14.25
"VCT",2000,4.95
"VCT",2012,11.5
"VCT",1996,23.72
"VCT",2006,6.21
"VCT",2018,14.01
"VCT",1997,6.84
"VCT",1998,13.71
"VCT",2005,7.09
"VCT",2004,10.95
"VCT",2001,5.47
"VCT",2017,14.25
"VCT",2003,5.93
"VCT",2002,5.1
"WSM",2018,130.75
"WSM",2010,98.92
"WSM",2019,112.55
"WSM",2016,91.66
"WSM",1997,28.72
"WSM",2005,36.62
"WSM",2009,56.88
"WSM",2015,89.58
"WSM",2008,38.24
"WSM",2012,93.15
"WSM",1998,31.47
"WSM",1995,36.29
"WSM",2013,101.25
"WSM",2007,33.78
"WSM",2001,37.22
"WSM",2017,119.76
"WSM",1996,33.25
"WSM",2000,22.61
"WSM",2011,76.91
"WSM",2004,29.35
"WSM",2014,96.18
"WSM",2003,30.54
"WSM",2006,44.86
"WSM",1999,25.19
"WSM",2002,38.51
"STP",1996,34.55
"STP",2018,38.92
"STP",2010,33.42
"STP",2007,166.09
"STP",2003,35.36
"STP",2002,26.23
"STP",2004,34.45
"STP",2017,37.07
"STP",2008,57.55
"STP",1998,23.32
"STP",1995,44.92
"STP",2001,27.34
"STP",1997,29.32
"STP",2012,38.85
"STP",2013,46.64
"STP",2016,35.19
"STP",2011,53.45
"STP",2005,32.53
"STP",2019,41.63
"STP",2006,30.21
"STP",2009,26.84
"STP",2000,25.19
"STP",2015,33.84
"STP",2014,43.77
"STP",1999,24.34
"SAU",1997,12.83
"SAU",1999,21.67
"SAU",2003,14.42
"SAU",1996,12.94
"SAU",2005,25.11
"SAU",2001,13.11
"SAU",2006,24.3
"SAU",2007,27.86
"SAU",1995,16.99
"SAU",2000,21.74
"SAU",2002,17.01
"SAU",2004,25.95
"SAU",1998,16.54
"SEN",2018,662.98
"SEN",2009,689.04
"SEN",2017,529.54
"SEN",2016,526.09
"SEN",1999,502.77
"SEN",2013,693.93
"SEN",2015,686.44
"SEN",2008,804.72
"SEN",2005,600
"SEN",2004,1020.1
"SEN",2010,649.81
"SEN",1997,393.93
"SEN",1996,498.92
"SEN",2007,604.92
"SEN",2012,691.08
"SEN",1998,386.11
"SEN",2014,779.16
"SEN",1995,551.72
"SEN",2000,378.94
"SEN",2001,318.68
"SEN",2019,601.34
"SEN",2002,372.06
"SEN",2003,385.88
"SEN",2006,3120.54
"SEN",2011,713.85
"SRB",2019,417.62
"SRB",2016,312.51
"SRB",1996,69.53
"SRB",2013,394.34
"SRB",2011,521.78
"SRB",1995,95.08
"SRB",2012,464.94
"SRB",2015,312.79
"SRB",2009,525.64
"SRB",2010,581.33
"SRB",2014,404.1
"SRB",1997,97.38
"SRB",2017,364.59
"SRB",2018,457.2
"SRB",2008,913.45
"SRB",2003,1194.01
"SRB",1998,108.26
"SRB",1999,707.42
"SRB",2000,1118.59
"SRB",2005,952.03
"SRB",2002,1821.18
"SRB",2006,1527.57
"SRB",2007,769.84
"SRB",2001,1296.6
"SRB",2004,993.25
"SYC",2001,13.1
"SYC",2002,8.69
"SYC",2000,14.96
"SYC",2014,13.44
"SYC",2010,74.12
"SYC",2003,9.07
"SYC",1998,14.16
"SYC",1999,12.63
"SYC",2004,10.71
"SYC",2015,10.76
"SYC",2006,10.78
"SYC",2012,26.57
"SYC",2013,18.71
"SYC",2005,13.36
"SYC",2008,7.8
"SYC",1997,12.93
"SYC",1996,17.8
"SYC",2007,8.91
"SYC",2017,18.4
"SYC",2016,16.87
"SYC",1995,16.23
"SYC",2009,25.29
"SYC",2011,22.27
"SLE",2017,428.89
"SLE",1999,77.48
"SLE",2010,358.71
"SLE",2016,585.77
"SLE",2013,468.89
"SLE",2019,476.61
"SLE",1996,93.9
"SLE",2005,298.56
"SLE",1998,82.58
"SLE",2009,386.69
"SLE",1997,77.89
"SLE",2018,417.33
"SLE",2004,332.16
"SLE",2000,136.79
"SLE",2007,567.28
"SLE",2003,338.07
"SLE",2015,770.39
"SLE",2014,788.51
"SLE",1995,110.47
"SLE",2002,303.89
"SLE",2001,223.15
"SLE",2012,378.73
"SLE",2011,350.56
"SLE",2008,312.76
"SLE",2006,711.47
"SGP",1995,25.88
"SVN",1995,33.8
"SVN",2001,56.23
"SVN",2000,34.53
"SVN",1996,35.76
"SVN",1997,41.42
"SVN",2002,65.58
"SVN",1999,41.53
"SVN",1998,43.7
"SLB",2019,212.89
"SLB",2005,197.44
"SLB",1998,28.03
"SLB",2007,241.51
"SLB",2006,200.31
"SLB",2017,181.18
"SLB",2003,83.28
"SLB",2000,69.55
"SLB",2018,195.56
"SLB",2001,61.76
"SLB",2008,227.21
"SLB",2002,29.46
"SLB",2013,294.38
"SLB",2016,168.39
"SLB",1997,34.42
"SLB",1995,46.55
"SLB",2004,121.45
"SLB",2012,309.85
"SLB",1999,31.01
"SLB",2014,206.58
"SLB",2011,319.92
"SLB",2009,207.64
"SLB",1996,39.91
"SLB",2015,192
"SLB",2010,325.24
"SOM",1999,118.03
"SOM",2001,150.86
"SOM",2007,394.77
"SOM",2000,103.89
"SOM",1997,93.51
"SOM",1998,85.28
"SOM",2012,992.51
"SOM",2013,1058.98
"SOM",2018,1578.59
"SOM",2005,241.27
"SOM",2006,397.12
"SOM",1995,191.33
"SOM",2008,766.56
"SOM",1996,93.69
"SOM",2003,177.47
"SOM",2010,507.16
"SOM",2011,1100.6
"SOM",2002,154.29
"SOM",2019,1875.68
"SOM",2004,203.46
"SOM",2017,1764.9
"SOM",2015,1265.69
"SOM",2009,663.09
"SOM",2014,1113.23
"SOM",2016,1187.94
"ZAF",2016,892.23
"ZAF",2008,947.79
"ZAF",2009,1051.77
"ZAF",2011,1086.68
"ZAF",2015,808.59
"ZAF",2001,433.23
"ZAF",2000,445.9
"ZAF",2006,626.62
"ZAF",2013,1007.98
"ZAF",1999,460.51
"ZAF",2007,733.39
"ZAF",2010,1007.66
"ZAF",2002,506.46
"ZAF",2012,1064.02
"ZAF",2017,969.6
"ZAF",1996,348.88
"ZAF",2014,902.03
"ZAF",1997,443.14
"ZAF",1995,367.73
"ZAF",2005,648.03
"ZAF",2018,940.61
"ZAF",2003,588.89
"ZAF",2004,605.59
"ZAF",2019,733.11
"ZAF",1998,459.7
"SSD",2019,1884.3
"SSD",2015,1676.75
"SSD",2016,1585.14
"SSD",2018,1572.6
"SSD",2011,437.31
"SSD",2012,1186.96
"SSD",2014,1960.77
"SSD",2017,2115.7
"SSD",2013,1394.57
"LKA",2009,530.65
"LKA",2010,405.92
"LKA",2003,234.87
"LKA",2002,192.2
"LKA",2006,485.85
"LKA",2008,596.49
"LKA",2004,268.25
"LKA",2005,729.01
"LKA",2011,381.42
"LKA",2012,317.29
"LKA",2000,189.31
"LKA",2001,179.87
"LKA",1996,239.15
"LKA",1998,197.86
"LKA",2017,261.73
"LKA",1999,199.58
"LKA",1997,208.7
"LKA",2018,254.06
"LKA",1995,285.72
"LKA",2007,520.9
"LKA",2019,220.82
"LKA",2016,226.62
"LKA",2013,313.08
"LKA",2015,252.98
"LKA",2014,279.57
"SDN",1997,150.99
"SDN",1996,207.43
"SDN",2000,208.5
"SDN",2007,2035.41
"SDN",1998,215.98
"SDN",1999,252.35
"SDN",1995,220.43
"SDN",2005,1792.31
"SDN",2002,296.95
"SDN",2008,2298.47
"SDN",2009,2267.19
"SDN",2010,1977.77
"SDN",2006,1979.97
"SDN",2016,782.38
"SDN",2017,770.7
"SDN",2004,981.9
"SDN",2018,968.06
"SDN",2019,1303.1
"SDN",2013,1402.9
"SDN",2014,807.67
"SDN",2003,625.34
"SDN",2001,194.95
"SDN",2015,798.48
"SDN",2011,1622.12
"SDN",2012,1282.83
"SUR",1998,58.83
"SUR",1996,107.57
"SUR",2008,101.64
"SUR",1999,34.22
"SUR",1995,72.36
"SUR",2007,157.27
"SUR",2001,24.05
"SUR",2009,152.86
"SUR",2019,31.11
"SUR",2000,35.18
"SUR",2017,19.78
"SUR",2018,19.44
"SUR",2011,64.62
"SUR",2010,102.46
"SUR",2016,17.67
"SUR",1997,77.14
"SUR",2004,49.04
"SUR",2002,27.76
"SUR",2012,20.11
"SUR",2015,15.42
"SUR",2014,12.2
"SUR",2006,60.28
"SUR",2005,42.56
"SUR",2003,34.53
"SUR",2013,18.97
"SYR",1999,101.47
"SYR",2001,109.44
"SYR",2002,111.03
"SYR",2000,102.61
"SYR",2015,4927.71
"SYR",2005,159.09
"SYR",2013,3681.42
"SYR",2003,142.89
"SYR",2007,227.78
"SYR",2012,1645.27
"SYR",2019,10268.91
"SYR",2014,4197.78
"SYR",2010,315.61
"SYR",2004,163.36
"SYR",1998,146.14
"SYR",2006,179.54
"SYR",2017,10443
"SYR",2018,10013.77
"SYR",2008,330.21
"SYR",2011,422.01
"SYR",2009,366.72
"SYR",1996,106.77
"SYR",1997,119.94
"SYR",2016,8911.45
"SYR",1995,161.32
"TJK",1999,64.39
"TJK",2001,108.66
"TJK",2007,184.98
"TJK",1998,68.03
"TJK",2000,64.14
"TJK",2010,298.75
"TJK",2011,242.99
"TJK",2002,155.61
"TJK",2009,243.44
"TJK",2004,141.24
"TJK",2005,163.26
"TJK",2006,270.21
"TJK",2003,116.98
"TJK",2008,247.44
"TJK",2017,307.83
"TJK",2019,327.23
"TJK",1997,63.96
"TJK",2012,320.01
"TJK",2015,441.61
"TJK",2014,359.59
"TJK",1995,65.08
"TJK",2016,348.03
"TJK",2013,374.5
"TJK",1996,72.74
"TJK",2018,330.53
"TZA",1995,709.6
"TZA",1997,648.17
"TZA",2005,1212.85
"TZA",1996,677.48
"TZA",2004,1542.63
"TZA",2009,1716.63
"TZA",2018,1741.35
"TZA",2011,1971.29
"TZA",2017,1858.97
"TZA",2013,2452.1
"TZA",2010,2028.48
"TZA",2003,1199.74
"TZA",2012,2051.39
"TZA",2001,1154.73
"TZA",2016,1647.66
"TZA",1998,841.32
"TZA",2002,1133.14
"TZA",2008,1798.97
"TZA",2014,1720.53
"TZA",2015,1689.19
"TZA",1999,724.37
"TZA",2000,924.72
"TZA",2019,1514.96
"TZA",2007,2158.43
"TZA",2006,5782.5
"THA",2002,229.1
"THA",2000,235.57
"THA",2010,272.44
"THA",1995,363.67
"THA",2003,228.78
"THA",2004,245.05
"THA",2001,212.86
"THA",2005,264.36
"THA",2012,285.59
"THA",2013,276.81
"THA",1999,258.32
"THA",2009,222.63
"THA",2006,320.63
"THA",2007,281.53
"THA",2014,249.21
"THA",1998,281.59
"THA",2018,169.56
"THA",1996,329.12
"THA",2008,252.82
"THA",2019,191.28
"THA",1997,302.51
"THA",2015,201.4
"THA",2016,203.03
"THA",2011,312.19
"THA",2017,202.26
"TLS",2004,161.24
"TLS",2005,184.62
"TLS",2018,188.54
"TLS",1999,152.82
"TLS",2011,275.8
"TLS",2012,284.28
"TLS",2006,209.14
"TLS",2019,207.41
"TLS",2003,175.03
"TLS",2017,212.02
"TLS",2009,212.55
"TLS",2007,279.96
"TLS",1998,1.67
"TLS",2008,271.37
"TLS",1997,0.43
"TLS",2013,256.99
"TLS",2002,219.05
"TLS",1996,0.08
"TLS",2015,199.94
"TLS",2000,231.27
"TLS",2016,208.82
"TLS",2010,290.03
"TLS",2001,194.17
"TLS",2014,244.91
"TLS",1995,0.02
"TGO",2002,58.72
"TGO",1997,84.55
"TGO",2003,70.33
"TGO",2005,90.58
"TGO",2012,229.61
"TGO",2001,56.59
"TGO",2008,408.02
"TGO",2014,209.38
"TGO",2013,221.87
"TGO",2004,79.38
"TGO",2000,71.89
"TGO",1998,90.78
"TGO",2006,90.73
"TGO",2015,180.66
"TGO",2007,134.28
"TGO",2017,233.55
"TGO",1996,98
"TGO",2009,453.31
"TGO",2010,488.14
"TGO",1999,69.99
"TGO",2011,659.42
"TGO",1995,153.74
"TGO",2018,210.22
"TGO",2016,163.64
"TGO",2019,289.16
"TKL",2003,6.42
"TKL",1997,4.41
"TKL",1998,3.58
"TKL",2011,20.04
"TKL",1996,4.88
"TKL",2018,27.21
"TKL",1999,4.66
"TKL",2004,8.44
"TKL",2000,3.52
"TKL",2001,3.88
"TKL",2019,19.06
"TKL",2007,12.89
"TKL",2005,15.98
"TKL",1995,3.73
"TKL",2009,9.82
"TKL",2010,14.6
"TKL",2013,24.05
"TKL",2014,18.7
"TKL",2016,14.34
"TKL",2002,4.78
"TKL",2012,18.74
"TKL",2017,7.32
"TKL",2006,10.93
"TKL",2015,8.73
"TKL",2008,21.43
"TON",2009,35.67
"TON",1995,33.21
"TON",2010,65.56
"TON",2008,24.67
"TON",2012,80.78
"TON",1996,29.77
"TON",2006,20.99
"TON",2007,29.65
"TON",2016,76.78
"TON",2013,83.65
"TON",1997,24.93
"TON",2005,30.29
"TON",2011,88.99
"TON",2017,78.95
"TON",2014,75.67
"TON",2019,101.06
"TON",2004,20.93
"TON",2000,18.17
"TON",2018,81.88
"TON",2002,19.87
"TON",2015,68.65
"TON",2001,22.57
"TON",2003,21.29
"TON",1998,19.57
"TON",1999,20.7
"TTO",1997,13.21
"TTO",2008,9.48
"TTO",2009,6.82
"TTO",1995,14.96
"TTO",1999,10.34
"TTO",2000,6.25
"TTO",1996,11.98
"TTO",2002,7.01
"TTO",2003,7
"TTO",1998,12.53
"TTO",2001,5.4
"TTO",2006,8.23
"TTO",2007,19.45
"TTO",2010,4.46
"TTO",2004,9.52
"TTO",2005,9.48
"TUN",1997,229.27
"TUN",2009,307.43
"TUN",2008,278.78
"TUN",2019,711.48
"TUN",1996,240.83
"TUN",1998,159
"TUN",1999,205.62
"TUN",2000,140.3
"TUN",2010,303.66
"TUN",2011,434.67
"TUN",2012,603.37
"TUN",2018,490.65
"TUN",2003,230.11
"TUN",1995,180.69
"TUN",2007,338.43
"TUN",2017,438.57
"TUN",2015,423.1
"TUN",2001,184.7
"TUN",2002,213.02
"TUN",2016,400.68
"TUN",2014,538.84
"TUN",2004,285.24
"TUN",2006,339.83
"TUN",2005,286.17
"TUN",2013,421.46
"TUR",2017,2102.96
"TUR",2002,474.58
"TUR",2007,771.44
"TUR",2005,541.11
"TUR",2000,173.78
"TUR",2019,2052.11
"TUR",2018,1535.18
"TUR",2001,216.12
"TUR",2008,669.48
"TUR",2012,766.16
"TUR",2006,598.92
"TUR",2004,430.91
"TUR",1999,250.87
"TUR",2011,672.01
"TUR",2013,766.17
"TUR",2003,284.16
"TUR",2016,2287.73
"TUR",1998,200.08
"TUR",1996,486.11
"TUR",2010,493.89
"TUR",2015,1138.45
"TUR",2014,980.08
"TUR",1997,233.84
"TUR",1995,637.45
"TUR",2009,985.25
"TKM",2000,22.66
"TKM",2018,24.73
"TKM",2019,28.4
"TKM",2017,32.24
"TKM",2015,27.11
"TKM",1999,23.61
"TKM",1996,12.64
"TKM",2003,18.96
"TKM",2001,29.53
"TKM",2002,26.94
"TKM",2012,42.04
"TKM",2007,39.29
"TKM",2016,36.18
"TKM",1998,27.53
"TKM",1995,16.7
"TKM",2011,45
"TKM",2005,32.04
"TKM",1997,20.82
"TKM",2014,38.68
"TKM",2006,47.39
"TKM",2004,50.11
"TKM",2008,44.22
"TKM",2013,39.65
"TKM",2010,45.18
"TKM",2009,36.62
"TCA",1998,8.62
"TCA",2003,1.29
"TCA",2004,1.23
"TCA",2001,5.4
"TCA",2007,15.12
"TCA",1999,7.44
"TCA",2002,3.27
"TCA",1996,4.29
"TCA",2006,0.27
"TCA",2005,3.12
"TCA",1997,4.55
"TCA",1995,5.6
