"countries","iso3","year","tax_to_gdp"
"South Africa","ZAF",1999,26
"South Africa","ZAF",2006,28.5
"South Africa","ZAF",2014,28.1
"South Africa","ZAF",2016,28.7
"South Africa","ZAF",2008,27.9
"South Africa","ZAF",2007,28.9
"South Africa","ZAF",2002,24.9
"South Africa","ZAF",2005,27.4
"South Africa","ZAF",1995,23.8
"South Africa","ZAF",2015,28.9
"South Africa","ZAF",2009,25.7
"South Africa","ZAF",1996,24.3
"South Africa","ZAF",2012,27
"South Africa","ZAF",2011,26.6
"South Africa","ZAF",2004,25.9
"Spain","ESP",2018,22.8
"Spain","ESP",2019,22.3
"Spain","ESP",1996,19.9
"Spain","ESP",2009,17.6
"Spain","ESP",2016,22
"Spain","ESP",1995,19.8
"Spain","ESP",2013,21.6
"Spain","ESP",2014,22.1
"Spain","ESP",2010,19.3
"Spain","ESP",2011,19.3
"Spain","ESP",2017,22.2
"Spain","ESP",2002,21.4
"Spain","ESP",2003,21.3
"Spain","ESP",2001,20.9
"Spain","ESP",2005,23.4
"Spain","ESP",2007,24.5
"Spain","ESP",2008,20.1
"Spain","ESP",1997,20.6
"Spain","ESP",1998,21.4
"Spain","ESP",2012,20.6
"Spain","ESP",2006,24.1
"Spain","ESP",2015,22.3
"Spain","ESP",2000,21.4
"Spain","ESP",1999,21.5
"Spain","ESP",2004,22.1
"Sweden","SWE",2004,42.1
"Sweden","SWE",2005,43.4
"Sweden","SWE",2011,39.1
"Sweden","SWE",2018,40.9
"Sweden","SWE",2006,43.1
"Sweden","SWE",1998,43.9
"Sweden","SWE",2002,41.3
"Sweden","SWE",2003,41.8
"Sweden","SWE",2008,41.1
"Sweden","SWE",2001,42.2
"Sweden","SWE",1996,41.9
"Sweden","SWE",2007,42.1
"Sweden","SWE",2013,39.6
"Sweden","SWE",1995,40.2
"Sweden","SWE",2010,40.1
"Sweden","SWE",2016,41.2
"Sweden","SWE",2017,41.2
"Sweden","SWE",2014,39.3
"Sweden","SWE",2015,39.8
"Sweden","SWE",2000,43.8
"Sweden","SWE",1999,44.5
"Sweden","SWE",1997,41.8
"Sweden","SWE",2019,40.1
"Sweden","SWE",2009,40.8
"Sweden","SWE",2012,39.2
"Switzerland","CHE",2019,20.8
"Switzerland","CHE",2009,19.8
"Switzerland","CHE",2010,19.6
"Switzerland","CHE",2008,19.8
"Switzerland","CHE",2018,20.4
"Switzerland","CHE",2016,20.1
"Switzerland","CHE",2015,20.1
"Switzerland","CHE",2002,20
"Switzerland","CHE",2003,19.6
"Switzerland","CHE",2004,19.6
"Switzerland","CHE",2005,19.7
"Switzerland","CHE",2006,19.6
"Switzerland","CHE",2007,19.5
"Switzerland","CHE",1995,18.3
"Switzerland","CHE",1996,18.7
"Switzerland","CHE",2011,19.6
"Switzerland","CHE",2012,19.4
"Switzerland","CHE",2013,19.5
"Switzerland","CHE",2017,20.8
"Switzerland","CHE",2001,19.6
"Switzerland","CHE",1997,18.4
"Switzerland","CHE",1998,19.4
"Switzerland","CHE",1999,19.5
"Switzerland","CHE",2014,19.5
"Switzerland","CHE",2000,20.4
"Tajikistan, Rep. of","TJK",2003,12.8
"Tajikistan, Rep. of","TJK",2004,12.7
"Tanzania, United Rep. of","TZA",2014,11.7
"Thailand","THA",2016,16.8
"Thailand","THA",1998,15
"Thailand","THA",1997,17.2
"Thailand","THA",2013,18.4
"Thailand","THA",2005,17.5
"Thailand","THA",1996,17.7
"Thailand","THA",2019,16.1
"Thailand","THA",2015,17.6
"Thailand","THA",1999,13.9
"Thailand","THA",2006,16.7
"Thailand","THA",1995,17.3
"Thailand","THA",2017,16.3
"Thailand","THA",2012,16.8
"Thailand","THA",2004,16.3
"Thailand","THA",2018,16.5
"Thailand","THA",2010,16.1
"Thailand","THA",2007,16.2
"Thailand","THA",2008,16.3
"Thailand","THA",2003,15.8
"Thailand","THA",2002,14.7
"Thailand","THA",2014,17.3
"Thailand","THA",2000,14.1
"Thailand","THA",2009,15.3
"Thailand","THA",2001,14.3
"Thailand","THA",2011,17.7
"Timor-Leste, Dem. Rep. of","TLS",2017,20
"Timor-Leste, Dem. Rep. of","TLS",2016,15
"Timor-Leste, Dem. Rep. of","TLS",2018,25.2
"Timor-Leste, Dem. Rep. of","TLS",2019,27.7
"Timor-Leste, Dem. Rep. of","TLS",2014,62.8
"Timor-Leste, Dem. Rep. of","TLS",2013,93.9
"Timor-Leste, Dem. Rep. of","TLS",2015,36.1
"Timor-Leste, Dem. Rep. of","TLS",2011,133.9
"Timor-Leste, Dem. Rep. of","TLS",2012,149.3
"Timor-Leste, Dem. Rep. of","TLS",2010,110.2
"Tunisia","TUN",2009,20.5
"Tunisia","TUN",2012,21.6
"Tunisia","TUN",2011,21.5
"Tunisia","TUN",2008,20.9
"Tunisia","TUN",2010,20.6
"Turkey","TUR",2016,18.7
"Turkey","TUR",2012,18.6
"Turkey","TUR",2014,18.5
"Turkey","TUR",2015,18.7
"Turkey","TUR",2008,18.1
"Turkey","TUR",2017,18.1
"Turkey","TUR",2018,17.6
"Turkey","TUR",2019,16.9
"Turkey","TUR",2009,18.5
"Turkey","TUR",2010,19.4
"Turkey","TUR",2013,18.9
"Turkey","TUR",2011,19.1
"Uganda","UGA",2015,10.5
"Uganda","UGA",2017,11.1
"Uganda","UGA",2018,11.2
"Uganda","UGA",2019,11.7
"Uganda","UGA",2016,10.8
"Ukraine","UKR",2018,26
"Ukraine","UKR",2013,23.2
"Ukraine","UKR",2015,24.9
"Ukraine","UKR",2017,25.8
"Ukraine","UKR",2012,24.4
"Ukraine","UKR",2011,24.1
"Ukraine","UKR",2002,20.3
"Ukraine","UKR",2003,20.5
"Ukraine","UKR",2016,25.1
"Ukraine","UKR",2014,22.3
"Ukraine","UKR",2009,22.9
"Ukraine","UKR",2019,25.5
"Ukraine","UKR",2001,19.6
"Ukraine","UKR",2005,22.3
"Ukraine","UKR",2007,22.3
"Ukraine","UKR",2004,18.5
"Ukraine","UKR",2010,21.8
"Ukraine","UKR",2008,23.9
"Ukraine","UKR",2006,23.2
"United Arab Emirates","ARE",2019,14.8
"United Arab Emirates","ARE",2013,22
"United Arab Emirates","ARE",2018,13.7
"United Arab Emirates","ARE",2014,18.6
"United Arab Emirates","ARE",2011,21.6
"United Arab Emirates","ARE",2016,8.3
"United Arab Emirates","ARE",2012,22.4
"United Arab Emirates","ARE",2017,11.5
"United Arab Emirates","ARE",2015,12.2
"United Kingdom","GBR",2019,27
"United Kingdom","GBR",2011,27.3
"United Kingdom","GBR",2012,26.6
"United Kingdom","GBR",2013,26.6
"United Kingdom","GBR",2014,26.3
"United Kingdom","GBR",2010,26.8
"United Kingdom","GBR",2015,26.5
"United Kingdom","GBR",2016,26.9
"United Kingdom","GBR",2017,27.2
"United Kingdom","GBR",2018,27.2
"United Kingdom","GBR",1995,24.3
"United Kingdom","GBR",1996,24.2
"United Kingdom","GBR",1997,24.8
"United Kingdom","GBR",1998,26.1
"United Kingdom","GBR",1999,26.7
"United Kingdom","GBR",2000,27.4
"United Kingdom","GBR",2001,27
"United Kingdom","GBR",2002,26.3
"United Kingdom","GBR",2003,26
"United Kingdom","GBR",2004,26.7
"United Kingdom","GBR",2005,27
"United Kingdom","GBR",2006,27.2
"United Kingdom","GBR",2007,27.4
"United Kingdom","GBR",2008,28
"United Kingdom","GBR",2009,25.7
"United States","USA",1995,19.6
"United States","USA",1996,19.9
"United States","USA",1997,20.3
"United States","USA",1998,20.9
"United States","USA",1999,20.7
"United States","USA",2000,21.5
"United States","USA",2001,20.6
"United States","USA",2002,18.4
"United States","USA",2003,18
"United States","USA",2004,18.3
"United States","USA",2005,19.7
"United States","USA",2006,20.5
"United States","USA",2007,20.5
"United States","USA",2008,19.3
"United States","USA",2009,16.7
"United States","USA",2010,17.3
"United States","USA",2014,19.7
"United States","USA",2018,18.8
"United States","USA",2011,18.3
"United States","USA",2012,18.5
"United States","USA",2013,19.4
"United States","USA",2017,20.6
"United States","USA",2019,18.9
"United States","USA",2016,19.7
"United States","USA",2015,20
"Uzbekistan, Rep. of","UZB",2018,19.8
"Uzbekistan, Rep. of","UZB",2019,19.4
"Uzbekistan, Rep. of","UZB",2017,17.6
"Uzbekistan, Rep. of","UZB",2013,21.1
"Uzbekistan, Rep. of","UZB",2015,20.3
"Uzbekistan, Rep. of","UZB",2016,20
"Uzbekistan, Rep. of","UZB",2011,20.1
"Uzbekistan, Rep. of","UZB",2012,20.6
"Uzbekistan, Rep. of","UZB",2014,20.4
"Yemen, Rep. of","YEM",2004,9.4
"Yemen, Rep. of","YEM",2005,8.9
"Yemen, Rep. of","YEM",2006,7.1
"Yemen, Rep. of","YEM",2007,7.3
"Yemen, Rep. of","YEM",2008,6.9
"Yemen, Rep. of","YEM",2002,9.3
"Yemen, Rep. of","YEM",2003,9
"Yemen, Rep. of","YEM",2010,6.7
"Yemen, Rep. of","YEM",2011,7.4
"Yemen, Rep. of","YEM",2012,6.9
"Yemen, Rep. of","YEM",2009,8
